name,gr,gr_per,sc,sc_per,cscs,cscs_per,N
eris_0,-3.6074197,20.0,3.538454588120658,89.92405063291139,-0.06896514111212992,15.79746835443038,312
eris_1,-3.9305692,11.39240506329114,3.524425689945878,89.51898734177215,-0.40614348195963945,8.050632911392405,159
eris_2,-3.6358294,19.240506329113924,3.548356847719912,90.07594936708861,-0.08747260098003906,15.139240506329113,299
eris_3,-3.6384113,19.139240506329113,3.4917447214396296,88.10126582278481,-0.14666656205341244,13.974683544303797,276
eris_4,-3.5376196,23.49367088607595,3.5475984967373932,90.0253164556962,0.009978905978115904,18.88607594936709,373
eris_5,-3.5253446,24.050632911392405,3.3654187796017423,85.62025316455696,-0.1599258306124911,16.70886075949367,330
eris_6,-3.7622206,14.784810126582279,3.6632689248442545,92.55696202531645,-0.09895169626475431,12.101265822784809,239
eris_7,-4.2446866,7.443037974683544,3.6715324268550935,92.60759493670886,-0.5731541766910491,5.417721518987341,107
eris_8,-3.944866,11.189873417721518,3.4524952138451512,86.78481012658227,-0.49237072815619154,6.734177215189874,133
eris_9,-3.557238,22.632911392405063,3.3645821367107365,85.62025316455696,-0.19265596524849204,15.443037974683543,305
eris_10,-3.8854702,12.20253164556962,3.658915179249913,92.35443037974683,-0.22655497265133206,9.721518987341772,192
eris_11,-3.711708,15.89873417721519,3.6162902855537276,91.79746835443038,-0.09541778329392869,12.81012658227848,253
eris_12,-4.0770936,9.417721518987342,3.533185169364401,89.87341772151899,-0.5439084318624055,6.379746835443038,126
eris_13,-3.1438403,43.69620253164557,3.581437714191723,91.0379746835443,0.4375974012339592,38.68354430379747,764
eris_14,-3.5376196,23.49367088607595,3.57156806307521,90.73417721518987,0.033948472315932676,19.18987341772152,379
eris_15,-3.9109268,11.69620253164557,3.320240259644185,84.9620253164557,-0.5906865592034714,6.379746835443038,126
eris_16,-3.9275608,11.39240506329114,3.574195230941257,90.73417721518987,-0.35336557533315727,8.405063291139241,166
eris_17,-3.8997362,11.89873417721519,3.519999313765868,89.46835443037975,-0.3797368522344984,8.405063291139241,166
eris_18,-4.2026124,7.7974683544303796,3.7717487727235475,95.59493670886076,-0.43086362733138417,6.8354430379746836,135
eris_19,-3.5011375,25.063291139240505,3.184123197905077,82.53164556962025,-0.31701429713581675,15.89873417721519,314
eris_20,-3.6296594,19.341772151898734,3.549415466886825,90.12658227848101,-0.08024394740455687,15.240506329113924,301
eris_21,-3.741823,15.443037974683545,3.3412045097675027,85.21518987341773,-0.400618448225051,9.316455696202532,184
eris_22,-4.0817437,9.367088607594937,3.731277358285549,94.58227848101266,-0.35046635890805433,7.89873417721519,156
eris_23,-4.1049395,9.063291139240507,3.764873259337187,95.44303797468355,-0.34006620141720756,8.050632911392405,159
eris_24,-3.9213789,11.49367088607595,3.5901321413351672,91.29113924050633,-0.3312467096017224,8.708860759493671,172
eris_25,-3.8183546,13.265822784810126,3.754923124154252,95.29113924050633,-0.06343148247416597,12.050632911392405,238
eris_26,-3.8575032,12.708860759493671,3.554217628493996,90.22784810126582,-0.3032855472414777,9.468354430379748,187
eris_27,-3.750612,15.189873417721518,3.7455620859501755,95.0886075949367,-0.005049934542378232,13.72151898734177,271
eris_28,-3.5376196,23.49367088607595,3.6607320529011713,92.50632911392405,0.12311246214189397,20.20253164556962,399
eris_29,-3.5050526,24.911392405063292,3.7428413303237904,95.0886075949367,0.2377887637954701,22.886075949367086,452
eris_30,-3.5376196,23.49367088607595,3.7663123785275916,95.44303797468355,0.22869278776831425,21.822784810126585,431
eris_31,-3.5376196,23.49367088607595,3.6413973505879476,92.0506329113924,0.10377775982867021,19.89873417721519,393
eris_32,-3.8717356,12.405063291139241,4.01837567393542,98.48101265822785,0.14664010112047876,12.20253164556962,241
eris_33,-3.4978063,25.265822784810126,3.6815310179286054,92.70886075949367,0.18372470727491885,21.924050632911392,433
eris_34,-3.6074197,20.0,3.4656231870967495,87.13924050632912,-0.14179654213603854,14.177215189873419,280
eris_35,-3.8625264,12.556962025316455,3.4856938025775195,87.89873417721519,-0.37683261420104497,8.20253164556962,162
eris_36,-3.7979875,13.721518987341772,3.821982201219,96.45569620253164,0.023994740128912007,12.962025316455698,256
eris_37,-3.80309,13.670886075949367,3.646402223977557,92.15189873417721,-0.15668787154246244,11.037974683544304,218
eris_38,-3.9305692,11.39240506329114,3.4624528322494648,87.13924050632912,-0.4681163396560528,6.987341772151899,138
eris_39,-3.8776653,12.354430379746836,3.5566591386922077,90.27848101265823,-0.32100614260356863,9.164556962025316,181
eris_40,-3.6384113,19.139240506329113,3.3935719261274997,85.92405063291139,-0.2448393573655423,12.759493670886076,252
eris_41,-3.5011375,25.063291139240505,3.6215481604012605,91.79746835443038,0.12041066536036693,21.21518987341772,419
eris_42,-3.6153564,19.746835443037973,3.6073524812170037,91.74683544303798,-0.008003964095496308,16.40506329113924,324
eris_43,-3.8677874,12.50632911392405,3.6976129931060577,93.36708860759494,-0.1701743680389618,10.481012658227847,207
eris_44,-3.7454352,15.291139240506329,3.7106744335496114,93.62025316455696,-0.034760804334910134,13.11392405063291,259
eris_45,-4.9907293,4.860759493670886,3.230043874753137,83.49367088607595,-1.760685457217078,1.0632911392405064,21
eris_46,-3.9488175,11.189873417721518,3.5905116311896887,91.29113924050633,-0.3583058603416833,8.405063291139241,166
eris_47,-3.8581045,12.708860759493671,3.943459970871883,98.07594936708861,0.08535550347991538,12.354430379746836,244
eris_48,-3.632998,19.29113924050633,3.520094865807568,89.46835443037975,-0.11290312384697287,14.835443037974683,293
eris_49,-3.6384113,19.139240506329113,3.459167802584849,86.9873417721519,-0.17924348090819286,13.367088607594937,264
eris_50,-3.581674,21.11392405063291,3.633141475552299,91.84810126582279,0.05146737658379319,17.620253164556964,348
eris_51,-3.6132915,19.746835443037973,3.858618598520923,97.21518987341773,0.24532709652202156,18.936708860759495,374
eris_52,-3.6166093,19.746835443037973,3.56850653750365,90.63291139240506,-0.0481027974420285,15.89873417721519,314
eris_53,-3.6586795,18.17721518987342,3.452797680729665,86.78481012658227,-0.20588180459137995,12.354430379746836,244
eris_54,-3.5803974,21.164556962025316,3.5443062054472305,90.0253164556962,-0.036091162030186474,16.810126582278482,332
