name,gr,gr_per,sc,sc_per,cscs,cscs_per,N
eris_0,-1.8941427,18.27848101265823,1.796002089445205,73.26582278481013,-0.09814065748014911,88.30379746835443,1744
eris_1,-1.8186995,21.873417721518987,1.842417395866827,74.73417721518987,0.02371791676373869,92.0506329113924,1818
eris_2,-1.7457564,25.518987341772153,1.7787116073555391,72.70886075949367,0.03295521964496784,93.21518987341773,1841
eris_3,-1.8213992,21.72151898734177,1.843451625001037,74.73417721518987,0.022052413117492176,91.89873417721519,1815
eris_4,-1.8227887,21.569620253164558,1.841797646861786,74.73417721518987,0.019008931499237214,91.84810126582279,1814
eris_5,-1.893946,18.27848101265823,1.835859410042211,74.37974683544304,-0.05808664155538423,89.1139240506329,1760
eris_6,-1.8376977,20.962025316455698,1.9679383489669382,82.9873417721519,0.13024060459743136,95.13924050632912,1879
eris_7,-1.9434994,15.848101265822784,1.875077919824206,76.35443037974683,-0.06842152609101615,88.9620253164557,1757
eris_8,-1.7517177,25.31645569620253,1.8137510988590277,73.72151898734177,0.06203341220589054,93.46835443037975,1846
eris_9,-1.8113726,22.531645569620252,1.800624790439839,73.31645569620254,-0.010747847308879344,91.64556962025317,1810
eris_10,-1.9918188,13.113924050632912,1.946848706889405,81.62025316455696,-0.04497007877801451,90.9873417721519,1797
eris_11,-2.0939672,9.215189873417721,1.9322199923240053,80.10126582278481,-0.1617472070015562,87.44303797468355,1727
eris_12,-1.9172518,17.417721518987342,1.972077649418786,83.29113924050633,0.05482582408614434,93.92405063291139,1855
eris_13,-1.7906959,23.59493670886076,1.8549740236129053,75.18987341772151,0.0642781179274805,93.31645569620252,1843
eris_14,-1.8227887,21.569620253164558,1.8200165718580297,73.87341772151899,-0.0027721435045191534,91.24050632911393,1802
eris_15,-1.9133849,17.468354430379748,1.7029309690197243,71.18987341772151,-0.21045394537846907,86.0253164556962,1699
eris_16,-2.0621314,10.430379746835444,1.961238519581096,82.73417721518987,-0.10089288529561302,90.32911392405063,1784
eris_17,-1.7369583,25.772151898734176,1.8372721321456713,74.43037974683544,0.10031386684110588,93.9746835443038,1856
eris_18,-1.8214067,21.72151898734177,1.8975978728734506,77.92405063291139,0.07619115080466399,93.51898734177215,1847
eris_19,-1.898621,18.17721518987342,1.7119921461956693,71.49367088607595,-0.18662881690094935,86.78481012658227,1714
eris_20,-1.9811962,13.620253164556962,1.884682958787111,77.0126582278481,-0.09651320629772786,87.79746835443038,1734
eris_21,-1.9360249,16.20253164556962,1.7230224676637116,71.69620253164557,-0.21300243658738705,85.31645569620252,1685
eris_22,-1.858244,20.303797468354432,1.8666434191754258,75.9493670886076,0.008399476914683568,91.84810126582279,1814
eris_23,-1.9883668,13.367088607594937,1.9344246103689768,80.30379746835443,-0.05394223190092062,90.22784810126582,1782
eris_24,-1.9379461,16.151898734177216,1.8866558195988632,77.0632911392405,-0.05129026156263583,89.67088607594937,1771
eris_25,-1.9232091,16.911392405063292,1.956940317985833,82.32911392405063,0.03373124682647011,93.21518987341773,1841
eris_26,-2.0191386,12.0,2.272173031316609,98.68354430379746,0.25303445671638913,99.54430379746836,1966
eris_27,-1.8829026,18.936708860759495,1.9363016563674753,80.55696202531645,0.05339903414457492,93.11392405063292,1839
eris_28,-1.8227887,21.569620253164558,1.8741190268579964,76.35443037974683,0.051330311495447534,92.91139240506328,1835
eris_29,-1.800674,23.088607594936708,1.8803713388426566,76.75949367088607,0.07969737720325232,93.82278481012658,1853
eris_30,-1.8227887,21.569620253164558,1.8676957327209043,76.0,0.04490701735835545,92.70886075949367,1831
eris_31,-1.8227887,21.569620253164558,1.7951538557002347,73.26582278481013,-0.02763485966231416,90.88607594936708,1795
eris_32,-2.0937922,9.215189873417721,1.9982694280888316,85.56962025316456,-0.09552277199966941,92.20253164556962,1821
eris_33,-2.0455182,11.08860759493671,1.9316157422551405,80.0,-0.11390241761119246,88.60759493670885,1750
eris_34,-1.8941427,18.27848101265823,1.816223269645437,73.77215189873418,-0.077919477279917,88.60759493670885,1750
eris_35,-1.973055,14.075949367088608,1.8757999748362482,76.45569620253164,-0.0972550302372992,87.64556962025316,1731
eris_36,-1.8924778,18.27848101265823,2.000915056479472,85.77215189873418,0.10843730570127397,95.39240506329114,1884
eris_37,-1.8506176,20.455696202531644,1.8677988576513633,76.0,0.017181210480342823,92.0,1817
eris_38,-1.8186995,21.873417721518987,1.8472844877322876,74.9367088607595,0.028585008629199216,92.15189873417722,1820
eris_39,-1.9240497,16.860759493670887,1.9848823562936504,84.65822784810126,0.060832621224375494,94.43037974683544,1865
eris_40,-1.8213992,21.72151898734177,1.78687536460191,73.0126582278481,-0.034523847281634934,90.83544303797468,1794
eris_41,-1.898621,18.17721518987342,1.8295518549874181,74.07594936708861,-0.06906910810920053,88.75949367088609,1753
eris_42,-1.9474545,15.39240506329114,1.833658730873295,74.22784810126582,-0.11379572164135343,86.63291139240506,1711
eris_43,-1.9638318,14.531645569620252,1.9875696572454535,84.9113924050633,0.023737874904450118,93.77215189873418,1852
eris_44,-1.8353192,21.0126582278481,1.9146993907998593,78.78481012658227,0.0793802293847592,93.67088607594937,1850
eris_45,-2.0708003,10.025316455696203,1.7607834706761862,72.30379746835443,-0.31001683373665556,80.81012658227849,1596
eris_46,-1.8268709,21.367088607594937,1.8579889973226065,75.29113924050633,0.03111807904868069,92.25316455696203,1822
eris_47,-2.1795046,7.291139240506329,2.058122869116641,89.56962025316456,-0.12138176383318822,94.12658227848101,1859
eris_48,-2.0678403,10.177215189873417,1.8278721938642255,74.07594936708861,-0.2399681438890704,82.53164556962025,1630
eris_49,-1.8213992,21.72151898734177,1.7653111216042716,72.35443037974683,-0.056088090279273306,90.37974683544304,1785
eris_50,-1.8667985,19.696202531645568,1.9928500547158616,85.21518987341773,0.12605153462766583,95.59493670886076,1888
eris_51,-1.8747267,19.29113924050633,1.915225947268733,78.83544303797468,0.040499294169672906,92.65822784810128,1830
eris_52,-2.1533988,7.949367088607595,1.9225621770864274,79.54430379746836,-0.230836575126097,85.9746835443038,1698
eris_53,-1.9079229,17.569620253164558,1.8731270497079724,76.30379746835443,-0.03479581425229372,90.22784810126582,1782
eris_54,-1.9710699,14.177215189873417,1.8109206982532355,73.67088607594937,-0.16014923373071221,85.26582278481013,1684
eris_55,-2.0278895,11.645569620253164,1.852983328951061,75.13924050632912,-0.17490616117650237,84.70886075949367,1673
eris_56,-1.8376977,20.962025316455698,1.850701267230194,74.9873417721519,0.013003522860687067,91.69620253164557,1811
eris_57,-2.0523734,10.734177215189874,1.85040754620848,74.9873417721519,-0.20196586306276032,83.89873417721519,1657
eris_58,-2.0614939,10.481012658227849,1.8477935723697523,74.9367088607595,-0.21370030122643913,83.59493670886076,1651
eris_59,-2.0257888,11.69620253164557,1.8540740554109107,75.13924050632912,-0.17171472861618886,84.75949367088607,1674
