name,gr,gr_per,sc,sc_per,cscs,cscs_per,cscs_rank
eris,-4.8141904,26.632911392405063,5.9406037,98.9873417721519,1.1264133,99.54430379746836,1966
eris,-4.9989533,14.177215189873417,5.9406037,98.9873417721519,0.9416504,99.24050632911391,1960
eris,-4.965614,15.49367088607595,5.9406037,98.9873417721519,0.9749899,99.39240506329114,1963
eris,-4.787456,29.518987341772153,5.9406037,98.9873417721519,1.1531477,99.59493670886076,1967
eris,-4.744684,33.67088607594937,5.9406037,98.9873417721519,1.1959195,99.59493670886076,1967
eris,-4.84787,22.88607594936709,5.9406037,98.9873417721519,1.0927339,99.54430379746836,1966
eris,-4.902687,18.531645569620252,5.9406037,98.9873417721519,1.0379167,99.54430379746836,1966
eris,-5.2151775,6.8354430379746836,5.9406037,98.9873417721519,0.7254262,99.0886075949367,1957
eris,-5.058813,12.151898734177216,5.9406037,98.9873417721519,0.88179064,99.18987341772151,1959
eris,-4.7753177,31.037974683544302,5.9406037,98.9873417721519,1.1652861,99.59493670886076,1967
eris,-4.9818096,14.784810126582279,5.9406037,98.9873417721519,0.9587941,99.34177215189874,1962
eris,-4.8323894,24.759493670886076,5.9406037,98.9873417721519,1.1082144,99.54430379746836,1966
eris,-5.080374,11.037974683544304,5.9406037,98.9873417721519,0.86022997,99.13924050632912,1958
eris,-4.536707,59.74683544303797,5.9406037,98.9873417721519,1.4038968,99.79746835443038,1971
eris,-4.744684,33.67088607594937,5.9406037,98.9873417721519,1.1959195,99.59493670886076,1967
eris,-4.979589,14.987341772151899,5.9406037,98.9873417721519,0.96101475,99.34177215189874,1962
eris,-4.9656024,15.49367088607595,5.9406037,98.9873417721519,0.97500134,99.39240506329114,1963
eris,-4.972291,15.189873417721518,5.9406037,98.9873417721519,0.96831274,99.34177215189874,1962
eris,-5.1769724,7.544303797468355,5.9406037,98.9873417721519,0.76363134,99.0886075949367,1957
eris,-4.7709007,31.39240506329114,5.9406037,98.9873417721519,1.169703,99.59493670886076,1967
eris,-4.7951455,28.658227848101266,5.9406037,98.9873417721519,1.1454582,99.59493670886076,1967
eris,-4.8827357,19.89873417721519,5.9406037,98.9873417721519,1.057868,99.54430379746836,1966
eris,-4.9989533,14.177215189873417,5.9406037,98.9873417721519,0.9416504,99.24050632911391,1960
eris,-4.9920506,14.278481012658228,5.9406037,98.9873417721519,0.9485531,99.24050632911391,1960
eris,-4.974159,15.189873417721518,5.9406037,98.9873417721519,0.96644497,99.34177215189874,1962
eris,-4.914409,17.82278481012658,5.9406037,98.9873417721519,1.0261946,99.49367088607595,1965
eris,-4.9746633,15.189873417721518,5.9406037,98.9873417721519,0.9659405,99.34177215189874,1962
eris,-4.8766265,20.303797468354432,5.9406037,98.9873417721519,1.0639772,99.54430379746836,1966
eris,-4.744684,33.67088607594937,5.9406037,98.9873417721519,1.1959195,99.59493670886076,1967
eris,-4.719699,35.54430379746835,5.9406037,98.9873417721519,1.2209048,99.59493670886076,1967
eris,-4.6052856,46.48101265822785,5.9406037,98.9873417721519,1.3353181,99.59493670886076,1967
eris,-4.744684,33.67088607594937,5.9406037,98.9873417721519,1.1959195,99.59493670886076,1967
eris,-4.9393086,16.455696202531644,5.9406037,98.9873417721519,1.0012951,99.44303797468355,1964
eris,-4.711622,36.050632911392405,5.9406037,98.9873417721519,1.2289815,99.59493670886076,1967
eris,-4.8141904,26.632911392405063,5.9406037,98.9873417721519,1.1264133,99.54430379746836,1966
eris,-4.97866,15.037974683544304,5.9406037,98.9873417721519,0.9619436,99.34177215189874,1962
eris,-4.897083,18.78481012658228,5.9406037,98.9873417721519,1.0435209,99.54430379746836,1966
eris,-4.9177256,17.569620253164558,5.9406037,98.9873417721519,1.0228782,99.44303797468355,1964
eris,-4.9989533,14.177215189873417,5.9406037,98.9873417721519,0.9416504,99.24050632911391,1960
eris,-4.933838,16.70886075949367,5.9406037,98.9873417721519,1.0067658,99.44303797468355,1964
eris,-4.787456,29.518987341772153,5.9406037,98.9873417721519,1.1531477,99.59493670886076,1967
eris,-4.7709007,31.39240506329114,5.9406037,98.9873417721519,1.169703,99.59493670886076,1967
eris,-4.805161,27.59493670886076,5.9406037,98.9873417721519,1.1354427,99.54430379746836,1966
eris,-4.966589,15.49367088607595,5.9406037,98.9873417721519,0.97401476,99.39240506329114,1963
eris,-4.951619,15.949367088607595,5.9406037,98.9873417721519,0.9889846,99.44303797468355,1964
eris,-5.8757243,1.3164556962025316,5.9406037,98.9873417721519,0.06487942,98.9873417721519,1955
eris,-4.963922,15.544303797468354,5.9406037,98.9873417721519,0.9766817,99.39240506329114,1963
eris,-4.9334373,16.70886075949367,5.9406037,98.9873417721519,1.0071664,99.44303797468355,1964
eris,-4.831163,24.911392405063292,5.9406037,98.9873417721519,1.1094408,99.54430379746836,1966
eris,-4.787456,29.518987341772153,5.9406037,98.9873417721519,1.1531477,99.59493670886076,1967
eris,-4.840369,23.544303797468356,5.9406037,98.9873417721519,1.1002345,99.54430379746836,1966
eris,-4.8205457,26.17721518987342,5.9406037,98.9873417721519,1.1200581,99.54430379746836,1966
eris,-4.784416,29.873417721518987,5.9406037,98.9873417721519,1.1561875,99.59493670886076,1967
eris,-4.7697577,31.59493670886076,5.9406037,98.9873417721519,1.170846,99.59493670886076,1967
eris,-4.7805037,30.27848101265823,5.9406037,98.9873417721519,1.1601,99.59493670886076,1967
eris,-4.8124676,26.734177215189874,5.9406037,98.9873417721519,1.1281362,99.54430379746836,1966
eris,-4.902687,18.531645569620252,5.9406037,98.9873417721519,1.0379167,99.54430379746836,1966
eris,-4.758751,32.81012658227848,5.9406037,98.9873417721519,1.1818528,99.59493670886076,1967
eris,-4.74496,33.67088607594937,5.9406037,98.9873417721519,1.1956439,99.59493670886076,1967
eris,-4.9838552,14.632911392405063,5.9406037,98.9873417721519,0.9567485,99.34177215189874,1962
eris,-4.93202,16.759493670886076,5.9406037,98.9873417721519,1.0085835,99.44303797468355,1964
eris,-4.6798577,38.177215189873415,5.9406037,98.9873417721519,1.260746,99.59493670886076,1967
eris,-5.0172696,13.620253164556962,5.9406037,98.9873417721519,0.9233341,99.24050632911391,1960
eris,-4.9989533,14.177215189873417,5.9406037,98.9873417721519,0.9416504,99.24050632911391,1960
eris,-4.8725615,20.658227848101266,5.9406037,98.9873417721519,1.0680423,99.54430379746836,1966
eris,-5.0335336,13.164556962025317,5.9406037,98.9873417721519,0.90707016,99.24050632911391,1960
eris,-5.043004,12.962025316455696,5.9406037,98.9873417721519,0.8975997,99.24050632911391,1960
eris,-4.9681153,15.341772151898734,5.9406037,98.9873417721519,0.9724884,99.34177215189874,1962
eris,-4.787407,29.518987341772153,5.9406037,98.9873417721519,1.1531968,99.59493670886076,1967
eris,-4.744684,33.67088607594937,5.9406037,98.9873417721519,1.1959195,99.59493670886076,1967
